layer,unit,description,mean_activation,highlights
20,5789,"Actions of creating, producing, providing, or engaging; the state or nature of something; its existence or inclusion within a context, location, or time frame; specific timing or duration; the absence, prevention, or hypothetical nature of an event or condition; and the idea of completeness or reaching a limit",,[]
20,5789,"Structuring the narration of events, actions, and states of being, specifying their temporal, spatial, and relational aspects through auxiliary verbs, prepositions, and verb inflections that establish context and progress",,[]
20,5789,"Spatial positioning, inherent attributes, states of being, and the initiation or ongoing performance of activities",,[]
20,5789,"The creation, design, and construction of objects, services, or experiences, including their specific features, qualities, and manner of use or existence",,[]
20,5789,"The existence or non-existence of things, their location in space or time, the initiation or conclusion of events, and ongoing or potential actions",,[]
20,5789,"Involvement and active participation in various processes and systems, alongside the description of ongoing states, developments, or transformations within educational, social, health, and professional contexts",,[]
20,5789,"Dynamics of action, states of being, and change, encompassing potential, intention, and temporal sequencing; the establishment of relationships in space, time, and abstract concepts; and the expressions of negation or absence",,[]
20,5789,"Actions, states of being, and possession; the initiation, continuation, or completion of processes; conditions of modification, entirety, or prior existence; and the expression of negation or alternatives",,[]
20,5789,"The articulation of actions, states, and characteristics, detailing their method, purpose, timing, location, or constraints, and encompassing instructions or inquiries",,[]
20,5789,"Performing actions, initiating processes, or undergoing operationsIndicating states of being, existence, or functionalityExpressing purpose, intent, or capabilityDescribing resulting outcomes, effects, or consequencesEstablishing positional, temporal, or instrumental relationships framing events or conditions, including their negation or absence",,[]
