layer,unit,description,mean_activation,highlights
0,3533,"Commercial services and product provisions, customer interactions, specific geographical settings, and related operational, financial, or logistical arrangements",,[]
0,3533,"The multifaceted process of learning, skill acquisition, and intellectual development, through structured curricula, experiential activities, and educational resources, often within contexts relating to children and youth",,[]
0,3533,"Designating particular entities such as persons, characters, places, organizations, cultural works, precise temporal markers or quantities, and the acts of communication, creation, recognition, or spiritual engagement",,[]
0,3533,"Professional roles, their specialized functions, and the specific services or tasks performed within structured organizational environments, encompassing formal qualifications, official documentation, and relevant operational details or outcomes",,[]
0,3533,"Identification of specific individuals, groups, organizations, and named works, alongside precise numerical, temporal, and factual information concerning their roles, attributes, actions, and related events",,[]
0,3533,"Identifying particular components, functions, attributes, or specific data relevant to various systems, products, and descriptive contexts",,[]
0,3533,"Specific identification of entities, locations, objects, qualities, measurements, and actions, providing precise and concrete details",,[]
0,3533,"Physical and functional attributes of items, properties, and services, encompassing their design, materials, location, and associated processes",,[]
0,3533,"Concrete details providing specific identifications, quantitative measures, temporal references, or descriptive attributes within various contextual frameworks",,[]
0,3533,"Detailed characteristics of physical items, including their composition, appearance, design, brand, and commercial or application-specific context",,[]
