layer,unit,description,mean_activation,highlights
0,3124,"Organizational structures and leadership roles, business operations and service offerings, financial performance metrics, corporate strategy and regulatory compliance, and activities involving company formation, growth, and reporting",,[]
0,3124,"Identification of elements, their properties, and related operations within a structured context",,[]
0,3124,"Providing specific attributes, components, or qualifying aspects that complete a concept, including materials, temporal indicators, units of measure, or the concluding parts of compound terms and proper names",,[]
0,3124,"Identifying qualities, distinct characteristics, specific states of being or action, and particular instances or elaborations",,[]
0,3124,"Descriptions of residential and commercial properties, their features, locations, materials, and related furnishings or building components",,[]
0,3124,"Healthcare and scientific fields, along with their management, delivery, and support services",,[]
0,3124,"Specific designations of individuals, groups, locations, and creations; professional and academic roles or qualifications; and the public presentation or contextualization of creative and skilled endeavors",,[]
0,3124,"Geographical locations, constructed environments, and identified entities; their processes of formation, operation, and interconnection; reflecting conditions of conflict, resolution, and other descriptive attributes",,[]
0,3124,"Prominent individuals and their roles, governmental and organizational structures, collective human actions, and the analysis of societal conditions and achievements",,[]
0,3124,"Specific named entities, including people, places, organizations, or brands; their unique identifiers such as numerical codes and abbreviations; and verbs or nouns indicating actions, plans, processes, or communication",,[]
