layer,unit,description,mean_activation,highlights
40,6067,"Specific people, their roles and connections, collective groups and organizations, definite time periods and numerical values, and the actions or qualities associated with these entities",,[]
40,6067,"Specific facets of financial, scientific, technical, health, and travel domains; focusing on entities, measurable attributes, processes, and consequences",,[]
40,6067,"Selection, creation, and appreciation of aesthetically pleasing, often personalized items and experiences for special occasions or enhancing personal spaces",,[]
40,6067,"Narratives of travel and local exploration, encompassing specific destinations, activities, culinary offerings, cultural insights, and individual or group experiences",,[]
40,6067,"The attributes, elements, and state of physical properties and spaces, covering their design, usage, and upkeep, as well as processes, events, and transactions related to them, encompassing financial and legal considerations, organizational operations, and the involvement of individuals including their personal data and access",,[]
40,6067,"Support and care for diverse individuals and groups, fostering their development, learning, and well-being through organizational initiatives, community engagement, and collaborative efforts to address specific needs",,[]
40,6067,"Individuals and collective entities, their engagement in formal, legal, or informational activities, descriptions of structured environments or public discourse, and expressions of relationship, condition, or quantity",,[]
40,6067,"The structure and function of technical equipment and digital systems, along with details of their performance specifications, including user interaction and management activities, often in the context of professional or gaming applications, encompassing individuals, their roles, and quantifiable aspects",,[]
40,6067,"Explicit specifications of qualities, quantities, timeframes, locations, and the precise connections or actions between components within a given context",,[]
40,6067,"The speaker's or a specific individual's subjective experiences, feelings, and thoughts, often expressed in direct address or involving human relationships and temporal references",,[]
