layer,unit,description,mean_activation,highlights
0,6114,"Named entities, specialized terminology, numerical information, and descriptive attributes within professional and technical contexts",,[]
0,6114,"Concrete details, specific designations, locations, numerical values, descriptive attributes, and classified types",,[]
0,6114,"Official bodies and their personnel, structured roles, organized activities like events, meetings, or competitions, and their specific scheduling, locations, operational, or qualitative attributes",,[]
0,6114,"Specification of concrete temporal durations, numerical quantities, identifiable characteristics or statuses, explicit directives for precise information, or particular outcomes impacting individuals",,[]
0,6114,"Providing specific, detailed, or quantified information concerning attributes, material components, operational processes, professional roles, official validations, and targeted demographics within specialized domains",,[]
0,6114,"Digital data and system management, security, and integrity, including validation processes, robust architectural design, and measurable operational performance enhancements",,[]
0,6114,"Identifying specific entities, their defining attributes, actions, or quantitative and qualitative details",,[]
0,6114,"Grasping current situations or problems and the deliberate application of strategies, awareness, or resources to achieve progress, transformation, or a more favorable state",,[]
0,6114,"Qualities and attributes of items, materials, and processes, covering aesthetic appeal, physical characteristics, functional properties, specific components, and their application or suitability within a given context",,[]
0,6114,"Specific individuals, locations, and entities; precise numerical values encompassing dates, times, durations, and quantities; clear indications of status, role, or relationship; distinct descriptive characteristics and attributes; and specific linguistic markers for possession, contraction, or textual formatting",,[]
