layer,unit,description,mean_activation,highlights
40,6106,"Factual information concerning specific events, media releases, or official procedures, including dates, names, locations, and aspects of human involvement or interaction",,[]
40,6106,"Identification of specific categories, formal procedures, and precise data points within academic, legal, medical, or administrative frameworks, including specialized roles, documents, conditions, and official actions",,[]
40,6106,"Specific goods and commodities, their descriptive characteristics, associated services and platforms, and acquisition and usage actions",,[]
40,6106,"Expressed or documented information about individuals, their professional standing, personal experiences, published works, or public events",,[]
40,6106,"Anticipated events, intended actions, or conditional outcomes, along with descriptive attributes, identifying details, and observed changes or encountered difficulties",,[]
40,6106,"Describing interactions within groups, providing specific details, offering or arranging services, and indicating additional information or past occurrences",,[]
40,6106,"Business dealings, commercial proposals, strategic objectives, and operational fulfillment",,[]
40,6106,"The characteristics and creation of decorative items and food products, alongside related services, practical instructions, or invitations to participate in special events and information sharing",,[]
40,6106,"Providing specific details and characteristics for entities, systems, or processes, including their type, function, components, operational aspects, and identifying attributes",,[]
40,6106,"Specific system or software components, their functional states, operational procedures, and related problems or classifications",,[]
