layer,unit,description,mean_activation,highlights
20,1004,"Personal and collective experiences, subjective evaluations, and decisions. Detailed descriptions of qualities, characteristics, and degrees of attributes. Specific temporal sequences, conditions, and causal relationships. Actions, intentions, processes, and their outcomes, often with strong emphasis or affirmation",,[]
20,1004,"Optimal performance and superior quality, functionalities and capabilities for achieving specific goals and positive outcomes, conditions and requirements influencing actions or features, introduction and examination of information, quantification and specificity of items or processes, and addressing issues or improvements",,[]
20,1004,"Temporal relationships and progression, qualitative and quantitative degrees, logical and causal connections, conditional dependencies, expressions of ability and intent, and general references to entities and actions",,[]
20,1004,"Describing the activities, communications, and policies of organizations or professional groups, including specific conditions, requirements, and qualifications, often providing information or advice to particular audiences, with an emphasis on evaluation, importance, or degree",,[]
20,1004,"Specifying aspects such as type, intensity, sequence, conditions, or actions pertaining to entities or events",,[]
20,1004,"Specific conditions, intentions, or causal dependencies influencing outcomes or states, often with an emphasis on quality, degree, or sequence, and referring to particular entities or actions",,[]
20,1004,"Detailed specification of numerical and temporal aspects, elaboration on qualities and characteristics, linking of entities and actions, and clarification of conditions, motivations, or impact",,[]
20,1004,"A description of entities, their qualities and relative degrees, along with temporal, conditional, and relational aspects",,[]
20,1004,"The precise timing, duration, and sequential order of events; spatial locations, relative positions, and directions; the degree, intensity, and comparative or superlative attributes of qualities or quantities; the inclusion of additional elements, repetition, or the means by which something occurs; the intention or rationale motivating an event; and the emphasis or confirmation of a state or characteristic",,[]
20,1004,"Identifying linguistic connectors, temporal and conditional indicators, specific entity references, and fundamental grammatical components, alongside token fragments or punctuation marks",,[]
