layer,unit,description,mean_activation,highlights
0,3696,"Pinpointing specific identities, attributes, categories, or specialized concepts",,[]
0,3696,"References to particular people, places, organizations, and events, including unique identifiers, addresses, and distinct attributes or actions",,[]
0,3696,"Specific terminology across various domains, including academic fields, professional roles, organizational units, scientific and medical entities, biological processes, chemical properties, product features, and precise classifications or measurements",,[]
0,3696,"Factual specifications and descriptive attributes of locations, properties, facilities, and related entities",,[]
0,3696,"Specifications, materials, and components of technical products or systems, encompassing their physical attributes, operational characteristics, and identifying entities",,[]
0,3696,"Identification of specific named entities such as individuals, organizations, and geographical locations, alongside precise technical terminology, defined professional roles, distinct operational attributes, and concrete financial metrics",,[]
0,3696,"Qualities, characteristics, academic or artistic fields, and specific identifiers for places, times, or people",,[]
0,3696,"Identification of specific individuals, organizations, and places, or characterizations of their unique attributes, conditions, and behaviors",,[]
0,3696,"Foods and beverages, their origins, brands, ingredients, and descriptive attributes",,[]
0,3696,"Detailed descriptions of physical forms, material compositions, functional categories, and aesthetic or historical styles of various items and designs",,[]
