layer,unit,description,mean_activation,highlights
40,6364,"Identifying specific individuals, collective bodies, or defined entities through their roles, attributes, actions, or classifications",,[]
40,6364,"Human and individual agency, emotions, relationships, and cultural creations",,[]
40,6364,"Structural elements of language, including common function words, pronouns, and basic verbs, alongside punctuation, symbols, and fundamental descriptive attributes or material references",,[]
40,6364,"Punctuation and grammatical elements that structure information, descriptions of timeframes and event occurrences, and specific entities, their categories, or defining characteristics",,[]
40,6364,"Identification of specific entities, offerings, their distinguishing features, quantifiable metrics, and temporal context",,[]
40,6364,"Named organizations, specific events or activities, individual functions, descriptive categorizations, or particular physical structures",,[]
40,6364,"Specific attributes, quantifiable metrics, and operational characteristics of diverse systems, items, and activities",,[]
40,6364,"Personal involvement in journeys, explorations, and unique experiences, often accompanied by descriptive accounts of locations, conditions, or related elements",,[]
40,6364,"Academic qualifications, professional expertise, acquired skills, and structured development opportunities",,[]
40,6364,"Specific entities such as organizations, individuals, and geographical references; professional roles, organizational departments, and operational activities; medical conditions, health-related management, or scientific research; and the framing of policies, possibilities, or actions within these domains",,[]
