layer,unit,description,mean_activation,highlights
40,4808,"Specific individuals, organizations, locations, or precise identifiers, along with the qualitative characteristics of services, support, or experiences directly influencing particular persons or groups",,[]
40,4808,"Concepts relating to digital presence, platforms, and content management, alongside mechanisms for communication, offering assistance, and providing various services or solutions, encompassing operational processes and involved entities",,[]
40,4808,"Specific named organizations, branded products, service offerings, technical systems and their components, industrial processes, and business performance indicators",,[]
40,4808,"Movement between locations, specific routes, chosen destinations, travel purposes, associated experiences, logistical planning, and conditions governing passage",,[]
40,4808,"The individual's personal sphere, encompassing their self, belongings, actions, relationships, and mental or physical states",,[]
40,4808,"References to specific people, organizations, or concepts, their roles, and associated actions or states",,[]
40,4808,"Specifying particular individuals, locations, entities, or concepts, including their characteristics and interconnections",,[]
40,4808,"Descriptive attributes of real estate, accommodations, or other places, encompassing their size, specific features, quality, and geographical location, alongside processes for viewing, booking, or financial transactions related to them",,[]
40,4808,"Physical entities, their characteristics, composition, and measurements, combined with individual perspectives, actions, or inquiries concerning these objects and related services",,[]
40,4808,"Organized public events, performances, and artistic exhibitions. Key individuals involved such as creators, performers, organizers, and honorees. Associated organizations, companies, and venues. Recognition of significant achievements, awards, or specific works. Calls for audience engagement and participation",,[]
