layer,unit,description,mean_activation,highlights
0,3057,"Culinary items and ingredients, their preparation and cooking methods, the serving and consumption of food for both humans and animals, encompassing dining experiences, related equipment, and sensory qualities",,[]
0,3057,"Specific numerical quantities, identifiers, and distinct characteristics of entities within technical, financial, and digital contexts, encompassing their geographical, temporal, and access-related conditions",,[]
0,3057,"Named entities for organizations, locations, and events, alongside precise temporal and numerical identifiers, and formal classifications of individuals, items, or achievements",,[]
0,3057,"Personal well-being encompassing physical and mental health, medical care, and support; individual autonomy in making life and economic choices; the understanding and interpretation of spiritual beliefs and historical narratives; and modes of communication and self-expression",,[]
0,3057,"Human identities, life trajectories, and descriptive traits within specified periods, locations, and organizational structures, encompassing qualitative assessments of their achievements or conditions, and the diverse forms of media and interaction",,[]
0,3057,"Professional competence, service and product quality, specialized features, and tangible client advantages, often alongside specific industry or transactional details",,[]
0,3057,"Attributes and composition of physical objects, their design, and methods of creation",,[]
0,3057,"Precise temporal and quantitative data, specific place names or types of locations, and concrete descriptive attributes or conditions",,[]
0,3057,"The processes, technologies, and services related to digital and online business, encompassing financial, technical, and communication aspects, along with their management and quality standards",,[]
0,3057,"Naming particular individuals, organizations, places, or events, along with their distinct roles, specific types, or measurable details",,[]
