layer,unit,description,mean_activation,highlights
0,4405,"Concrete details about digital content, resources, and operational processes, including their creation, availability, utilization, specific identifiers, quantitative measures, qualitative attributes, and associated directives or observations",,[]
0,4405,"Defining the specific nature, extent, or capability of subjects and actions",,[]
0,4405,"Detailed specifications including material composition, quantitative measures, defining characteristics, categories of items, precise locations, or specific identifiers",,[]
0,4405,"Specifying identities, characteristics, functions, requirements, or logistical aspects",,[]
0,4405,"Tangible or conceptual items, their specific properties, components, or materials, and their arrangement, quantity, or customization",,[]
0,4405,"Unique named entities such as people, places, and organizations, their specific numerical data, identifiers, and defining actions or attributes",,[]
0,4405,"Specific organizations and educational bodies, named individuals, professional fields, and geographical regions, alongside concrete numerical values, quantifying statements, and formal actions of establishment or designation",,[]
0,4405,"Specific factual elements, including entities, locations, actions, and descriptive qualities, that provide context to a narrative",,[]
0,4405,"Identification of specific entities, attributes, actions, quantities, or conditions, and expressions of scope or requirement",,[]
0,4405,"Specific named entities, formal organizational designations, particular roles, and documented information or status",,[]
