layer,unit,description,mean_activation,highlights
0,5781,"Individuals in prominent official or public roles, judicial and governmental processes, and events of public administration or legal implication",,[]
0,5781,"Specific names of organizations, programs, roles, and products; technical or domain-specific terminology in scientific, medical, financial, and legal fields; and precise numerical, temporal, or qualitative data points",,[]
0,5781,"Edible ingredients, prepared dishes, beverages, their flavors, and culinary processes",,[]
0,5781,"Particular named entities, precise quantities or dates, specific types of objects or functions, or distinct actions and states",,[]
0,5781,"Identifying specific entities such as businesses, locations, types of properties, or vehicles, along with their descriptive qualities and features, professional roles or qualifications, particular events or occasions, and unique alphanumeric identifiers",,[]
0,5781,"Specific names of technology products, brands, companies, and services, technical components, software platforms, and digital currencies, alongside numeric and alphanumeric identifiers for models, versions, and dates, and roles in technology or commerce",,[]
0,5781,"Expressions of personal emotion or strong reaction, specific individuals, roles, and defined groups, direct address and social engagement, and distinctive conceptual references",,[]
0,5781,"Specific attributes, components, and identifying characteristics of products, encompassing materials, design elements, brand names, functional aspects, and associated actions or properties",,[]
0,5781,"Specific designations for entities, professional roles, formal statuses, and distinct attributes",,[]
0,5781,"Identification of specific entities, whether individuals, places, or organizations, alongside classifications of individuals and groups. Also, precise temporal points or sequences, spatial placements or origins, and descriptive attributes concerning conditions, feelings, or involvement in actions",,[]
