layer,unit,description,mean_activation,highlights
0,5085,"A specific kind, class, or method for an item, activity, process, or social pattern",,[]
0,5085,"The planning, detailing, procurement, upkeep, or sale of physical assets, spaces, and professional services",,[]
0,5085,"Group affiliation and participation, individual and collective development, and commitment to shared objectives or a common mission",,[]
0,5085,"Concrete and abstract entities, activities, attributes, and concepts related to personal experiences, media content, and communication",,[]
0,5085,"Specification of system components, methods of operation and modification, or core semantic units and classifications",,[]
0,5085,"Individuals in official or public capacities, formal institutions and organizations, and concepts or procedures within legal, academic, governmental, or administrative systems",,[]
0,5085,"Specific details, categorizations, and attributes for items, content, and services, encompassing types, themes, qualities, identifiers, and informal conversational elements",,[]
0,5085,"The characteristics, components, and materials of physical objects, including their creation, design, and intended use or aesthetic",,[]
0,5085,"Medical, health, and scientific contexts, encompassing specific conditions, diagnostic procedures, and therapeutic interventions, along with biological mechanisms, pharmaceutical products, and professional roles in healthcare and related research",,[]
0,5085,"Competitive and public performance contexts, detailing participants, event scheduling, strategic elements, and critical outcomes",,[]
