layer,unit,description,mean_activation,highlights
20,3885,"Expressions of quantity, degree, or specificity; markers of conditional, causal, or comparative relationships; indicators of location and time; references to specific entities, places, or their attributes; and linguistic elements for emphasis or assertion",,[]
20,3885,"Detailed descriptions of specific products, services, or entities, outlining their features, capabilities, and attributes, often providing instructions for their use, management, or modification, alongside comparisons, technical specifications, or problem resolutions and status changes",,[]
20,3885,"Specific food and beverage items, their ingredients, preparation, and characteristics, along with the various contexts of their consumption, from health and personal choices to commercial and dining experiences",,[]
20,3885,"The explicit enumeration of details, specific instances, and conditions, as well as the logical and causal connections, within explanations of events, systems, or processes",,[]
20,3885,"Analysis of financial and economic data, encompassing monetary values, rates, percentages, and timeframes, within contexts of market dynamics, investment strategies, personal finance management, and regulatory oversight",,[]
20,3885,"Understanding the origins, underlying reasons, and contributing factors of various situations or personal experiences, and detailing the specific methods, strategies, or internal processes necessary for development, problem-solving, or achieving a desired outcome",,[]
20,3885,"Particular names, places, and times, characteristics, quantities, and the methods, purposes, or conditions of actions and states",,[]
20,3885,"The expression of inquiry, deliberation, or a search for understanding methods and purposes; specific identification of entities, numerical values, and temporal references; the articulation of capabilities, processes, and actions; the conveyance of strong emphasis, comparative evaluation, certainty, hope, or desire; and the signaling of conditional, causal, negative, or limiting relationships",,[]
20,3885,"Specific characteristics of objects and methods, including instructional sequences, evaluative feedback, and markers of certainty or time",,[]
20,3885,"Specific naming and identification of people, places, and named entities, along with precise numerical and temporal details, and the descriptive and relational terms that qualify and situate them",,[]
