layer,unit,description,mean_activation,highlights
20,4447,"The establishment, progression, and evaluation of structured plans, policies, or agreements, encompassing their practical application, associated challenges, and the actors involved across different timeframes and contexts",,[]
20,4447,"The extent or range of an entity, its specific type or classification, or the details of its constituent parts and relational attributes",,[]
20,4447,"Concepts encompassing comprehensive extent or specific individual elements, often involving concrete identifiers like names, dates, places, or quantities, and expressions of emphasis, significance, or contrast",,[]
20,4447,"Broad scope or general applicability; personal perspectives, opinions, or awareness; contrast, exceptions, or conditional contexts; spatial, compositional, or relational connections; methods, characteristics, or ease of action; emphasis or crucial information; and sequential events, timing, or available choices",,[]
20,4447,"Universal scope, complete inclusion, and exhaustive presence, often contrasted with conditions, limitations, and negations; personal perspective, intention, and direct experience; identification of specific entities, components, or relational aspects",,[]
20,4447,"Temporal durations, specific time points, and frequencies; spatial positioning and geographical extents; quantifying elements, numerical specificities, and expressions of completeness or limitation; emphatic markers and direct affirmations; logical connectors indicating contrast, alternatives, or additional information; designations of specific types, components, or named entities; strong emotional reactions",,[]
20,4447,"Defining the precise scope, specific characteristics, or interrelationships of concepts, often contrasting them or indicating conditions or completeness",,[]
20,4447,"Indicating the scope, entirety, or specific parts of a collection, outlining relationships and classifications, and signaling emphasis, contrast, or particular instances",,[]
20,4447,"Indicators of extent, specificity, presence or absence, and conditions that qualify or contrast",,[]
20,4447,"Defining the extent, inclusiveness, or exclusivity of concepts, frequently introducing specific subjects or qualifying previous statements with contrast or emphasis",,[]
