layer,unit,description,mean_activation,highlights
0,1149,"Signifying core entities, their defining qualities, specific actions, points in time, or open-ended questions",,[]
0,1149,"Naming of particular individuals, locations, organizations, and products; specific time points and periods; and categorization of groups, relationships, and content types",,[]
0,1149,"Specific referents for entities, locations, and numerical values, combined with their defining characteristics and words initiating contextual details",,[]
0,1149,"Specific designations of entities, products, and technical features, alongside terms that establish discourse context, directly address the user, or indicate conditional situations",,[]
0,1149,"Detailed aspects of items, products, or services, including their characteristics, composition, measurements, identifying labels, or commercial applications",,[]
0,1149,"Specific named entities, product identifiers, numerical and quantitative values, technical components, scientific or medical terminology, and direct references to particular items or concepts",,[]
0,1149,"Framing the inherent attributes, underlying reasons, temporal context, and human or strategic implications of a concept",,[]
0,1149,"Concrete details, precise figures, specific entities, and definite situations",,[]
0,1149,"References to particular individuals, places, and entities, precise numerical and chronological details, and terms associated with media, entertainment, competitive events, personal perspective, and contextual discourse",,[]
0,1149,"Identification of specific named entities, numerical values, precise attributes, or particular conditions and methods",,[]
