layer,unit,description,mean_activation,highlights
20,5741,"Intentions or actions related to creating, choosing, acquiring, or presenting items and experiences, focusing on their appeal, quality, and the positive engagement they generate",,[]
20,5741,"The designation of roles, affiliations, and classifications, coupled with actions, intentions, and responsibilities, along with the establishment of relationships or connections between individuals, groups, or concepts, and the transfer or acquisition of information",,[]
20,5741,"Actions or conditions that define plans, processes, or opportunities, including their purpose, means, and outcomes, frequently involving personal experience, future states, or limitations",,[]
20,5741,"Guidance toward specific actions or choices, the means and purposes of engagement, establishing relationships, conditions, and obligations, expressing desires or recommendations, and indicating awareness or information access for entities or users",,[]
20,5741,"Agents' intentions, thoughts, and actions, and the contexts or connections surrounding them",,[]
20,5741,"Identifying the target, topic, or objective of an action, communication, or mental state, including expressing a preference, a means, or a relationship",,[]
20,5741,"Imparting or receiving guidance, knowledge, and advice, influencing or being influenced by recommendations and requirements, and the characteristics or efficacy of actions and choices made",,[]
20,5741,"Describing the operational mechanisms, conditions, and requirements of systems or processes, including how data is used, how users interact, and the roles of involved entities, within defined rules or standards",,[]
20,5741,"The roles, methods, and motivations behind actions, including the conditions, dependencies, and connections that define their context or lead to an outcome",,[]
20,5741,Specification and purposeful interaction with discrete elements or structured information within defined domains,,[]
