layer,unit,description,mean_activation,highlights
0,3279,"The functional execution and logistical details of organizational activities, public services, and scheduled events, including administrative procedures, financial arrangements, and participant guidelines",,[]
0,3279,"The actions, roles, and public impact of prominent individuals and institutions within governmental, financial, legal, social welfare, and media contexts, including the analysis and reporting of these activities",,[]
0,3279,"The systematic creation, strategic evolution, and expert refinement of systems, offerings, or personal skills, guided by design principles and technological advancements for effective engagement",,[]
0,3279,"Specific names and designations for geographical locations, individuals, organizations, events, products, services, and creative works, frequently accompanied by precise temporal, numerical, or descriptive attributes",,[]
0,3279,"Detailed characteristics and properties of products, materials, or systems, including their manufacturing processes, technical specifications, performance metrics, and adherence to industry standards. This also encompasses scientific methodologies, research findings, and the functional applications of various technologies or substances.",,[]
0,3279,"Precise factual elements such as named entities, quantities, dimensions, specific materials, procedural instructions, and categorical distinctions that contribute to detailed descriptions or guides",,[]
0,3279,"Professional leadership and specialized expertise within institutional and organizational frameworks, engaged in areas such as healthcare, education, environmental management, and legal services, often across national and international contexts, emphasizing collaboration, research, and public benefit",,[]
0,3279,"Commercial activities, encompassing product and service delivery, financial dealings, online platforms, market data, and the operational or strategic management of organizations, often within specific geographic or regulatory contexts",,[]
0,3279,"Professional activities, services, and management practices within regulated, legal, financial, or security-focused operational environments, often concerning information, assets, or compliance",,[]
0,3279,"Identifying specific named entities such as products, platforms, organizations, and geographical locations, alongside precise numerical values for quantities, codes, versions, or timings, and detailed classifications of types, roles, or states. This also encompasses technical terms related to software components, data formats, system features, and actions involving user interaction or system operations, often presented with structural indicators, possessives, or direct address",,[]
